0.020456264	-0.026354158	-0.025516199	-0.04008836	-0.005444683	-0.017418658	-0.01885927	0.004951319	-0.025091255	0.025268443	0.021426408	-0.012308789	0.021451594	0.0036862676	-0.015352623	-0.03275822	0.00407555	-0.03194178	-0.01123703	-0.009607197	-0.004886619	-0.026936816	0.038340274	0.0024158484	0.0023371242	-0.026251864	-0.017497798	-0.009108565	-0.003390872	0.047540426	0.004054821	-0.03672704
0.010630046	-0.00366371	-4.024069e-05	0.032406192	0.01753974	0.014867806	-0.0049331696	-0.014398647	-0.0050782077	0.05984585	-0.032290146	0.006165563	-0.045833055	0.0015292527	-0.016709952	0.033642564	0.0048751635	0.0041192477	-0.014423757	-0.033655092	-0.022747898	-0.002588335	-0.0017110466	-0.0060002976	-0.010295867	0.037407666	0.00043468527	-0.010258531	0.036138456	-0.03299164	0.0023813795	-0.041123886
0.080420814	-0.0019120595	0.039129537	-0.0018662665	0.024488404	-0.017355543	-0.035591297	-0.015568916	0.019240532	-0.013479955	0.03328072	-0.00160278	-0.045318145	0.003239176	0.012248719	-0.015835019	0.042346027	0.017876197	-0.013158635	-0.028313173	-0.006862365	0.046754815	0.042164292	-0.024524225	-0.048948634	-0.033902545	-0.034093693	0.03622627	-0.02830545	-0.00011586172	-0.05562246	0.04580712
-0.011471139	0.002889933	0.0023623568	0.019695511	0.021595284	-0.0034957572	0.0068328776	0.0636261	-0.015541345	0.02464424	0.017684063	-0.015846629	-0.0033591068	0.018282924	0.01381635	-0.038827278	0.0229116	0.0013380249	-0.007521166	0.037689272	-0.0062536714	-0.013809911	0.007963597	-0.01208838	-0.013492253	-0.07817359	0.024455259	-0.014879029	0.049982492	-0.036217555	-0.009510949	-0.020212127
-0.0022043367	0.011795549	0.013553951	-0.046863217	-0.028114382	-0.034695845	0.016888944	-0.038088534	0.054060135	-0.07459555	-0.012155535	-0.014551985	-0.020608919	0.03698022	0.004907536	0.0050294152	0.026174987	-0.028321102	-0.03386796	-0.021447629	0.011703741	-0.0046539484	-0.0024607808	0.008231164	0.019238902	0.026682606	-0.0031648655	0.046556145	-0.016762434	-0.03654433	0.014602316	0.008250681
0.005925895	0.020868229	-0.03665805	0.008366208	-0.058439136	-0.037856076	0.0050165174	0.017451376	0.06953267	0.014654482	0.030666463	-0.011819642	0.0155881895	-0.03584444	0.023062613	0.006235825	-0.069568746	0.0070083826	0.018430907	-0.041158676	0.052530203	-0.008199914	0.0012193166	-0.017273858	-0.012375757	0.045793463	-0.022016648	0.008374483	0.044384617	0.05488127	0.020130362	0.0008184221
0.03828146	-0.026688794	0.010870985	-0.015124449	-0.012388814	0.01701777	0.038124748	-0.023189383	0.0033388361	0.010305345	0.0032945022	0.086596474	0.0035782955	0.041455016	0.032776643	-0.0035372581	0.020045001	-0.029087216	0.06223215	-0.021859322	-0.04104539	0.018119002	-0.0115893725	0.041776944	0.0041441955	-0.0023763073	-0.017477868	0.028967937	0.01905913	0.03534328	-0.0036593808	0.036877524
0.034860305	-0.013339708	0.029623758	-0.00097394537	-0.042518023	0.036778115	-0.014900787	-0.025169028	0.012392647	0.03711025	0.024111614	0.007890176	-0.035287876	-0.060075726	-0.01030012	-0.014316562	-0.023028765	0.024721343	0.031179214	0.051641762	-0.034061406	-0.030165665	0.041647583	-0.012901532	0.032684464	-0.0011346434	0.01786444	-0.003510836	0.007340485	-0.03412837	-0.06508419	0.04746862
-0.026455471	-0.015228135	-0.0059572677	0.032591324	0.013309228	-0.045693852	0.010136545	0.026801111	-0.027643278	0.02217305	0.016766308	0.064484276	-0.036732994	0.012562729	0.047060143	0.030510757	-0.0021524518	-0.016756687	0.036076657	-0.02919961	-0.0046623107	0.032728218	-0.034593534	0.01234789	-0.006703914	-0.0028736698	-0.014134312	-0.005884521	-0.029243484	0.045565207	0.011420419	-0.026292974
-0.01727329	-0.01205649	0.019565258	-0.042212393	0.0037289974	0.038214922	0.02038684	0.027432129	-0.028785508	-0.030859202	-0.0047022705	0.009500107	-0.009299256	0.06516603	0.072835565	-0.0022351448	0.04802348	0.026557097	-0.057096187	-0.02032986	0.013403565	-0.01262909	-0.011349657	-0.011267396	-0.034708284	-0.0035074884	-0.049414203	0.042151157	-0.022245405	0.042832587	0.01951512	0.0082534775
